A,41.0714
AB,100
ABC,100
ABCD,100
ABCDE,100
ABCDEF,100
ABCDEFG,100
ABCDEFGT,100
ABCDEFGU,100
ABCDEFGUT,100
ABCDEFGV,100
ABCDEFGVT,100
ABCDEFGVU,100
ABCDEFGVUT,100
ABCDEFGW,100
ABCDEFGWT,100
ABCDEFGWU,100
ABCDEFGWUT,100
ABCDEFGWV,100
ABCDEFGWVT,100
ABCDEFGWVU,100
ABCDEFGWVUT,100
ABCDEFGX,100
ABCDEFGXT,100
ABCDEFGXU,100
ABCDEFGXUT,100
ABCDEFGXV,100
ABCDEFGXVT,100
ABCDEFGXVU,100
ABCDEFGXVUT,100
ABCDEFGXW,100
ABCDEFGXWT,100
ABCDEFGXWU,100
ABCDEFGXWUT,100
ABCDEFGXWV,100
ABCDEFGXWVT,100
ABCDEFGXWVU,100
ABCDEFGXWVUT,100
ABCDEFGY,100
ABCDEFGYT,100
ABCDEFGYU,100
ABCDEFGYUT,100
ABCDEFGYV,100
ABCDEFGYVT,100
ABCDEFGYVU,100
ABCDEFGYVUT,100
ABCDEFGYW,100
ABCDEFGYWT,100
ABCDEFGYWU,100
ABCDEFGYWUT,100
ABCDEFGYWV,100
ABCDEFGYWVT,100
ABCDEFGYWVU,100
ABCDEFGYWVUT,100
ABCDEFGYX,100
ABCDEFGYXT,100
ABCDEFGYXU,100
ABCDEFGYXUT,100
ABCDEFGYXV,100
ABCDEFGYXVT,100
ABCDEFGYXVU,100
ABCDEFGYXVUT,100
ABCDEFGYXW,100
ABCDEFGYXWT,100
ABCDEFGYXWU,100
ABCDEFGYXWUT,100
ABCDEFGYXWV,100
ABCDEFGYXWVT,100
ABCDEFGYXWVU,100
ABCDEFGYXWVUT,100
ABCDEFGZ,100
ABCDEFGZT,100
ABCDEFGZU,100
ABCDEFGZUT,100
ABCDEFGZV,100
ABCDEFGZVT,100
ABCDEFGZVU,100
ABCDEFGZVUT,100
ABCDEFGZW,100
ABCDEFGZWT,100
ABCDEFGZWU,100
ABCDEFGZWUT,100
ABCDEFGZWV,100
ABCDEFGZWVT,100
ABCDEFGZWVU,100
ABCDEFGZWVUT,100
ABCDEFGZX,100
ABCDEFGZXT,100
ABCDEFGZXU,100
ABCDEFGZXUT,100
ABCDEFGZXV,100
ABCDEFGZXVT,100
ABCDEFGZXVU,100
ABCDEFGZXVUT,100
ABCDEFGZXW,100
ABCDEFGZXWT,100
ABCDEFGZXWU,100
ABCDEFGZXWUT,100
ABCDEFGZXWV,100
ABCDEFGZXWVT,100
ABCDEFGZXWVU,100
ABCDEFGZXWVUT,100
ABCDEFGZY,100
ABCDEFGZYT,100
ABCDEFGZYU,100
ABCDEFGZYUT,100
ABCDEFGZYV,100
ABCDEFGZYVT,100
ABCDEFGZYVU,100
ABCDEFGZYVUT,100
ABCDEFGZYW,100
